Building tokenizer rules (Stopping at Category level)...

[Verification] Tokenizing 'A00':
   Tokens: ['a</w>', '0</w>', '0</w>']
----------------------------------------
Starting Training (Split Token Strategy)...
Epoch 1 | Loss: 3.7696519111
Epoch 47 | Loss: 0.0000534444
Epoch 48 | Loss: 0.0000519131
Epoch 49 | Loss: 0.0000504555
Epoch 50 | Loss: 0.0000490653
Epoch 51 | Loss: 0.0000477447
Epoch 52 | Loss: 0.0000463918
Epoch 53 | Loss: 0.0000451847
Epoch 54 | Loss: 0.0000440775
Epoch 55 | Loss: 0.0000430239
Epoch 56 | Loss: 0.0000419419
Epoch 57 | Loss: 0.0000409280
Epoch 58 | Loss: 0.0000398850
Epoch 59 | Loss: 0.0000389597
Epoch 60 | Loss: 0.0000381057
Epoch 61 | Loss: 0.0000372905
Epoch 62 | Loss: 0.0000365079
Epoch 63 | Loss: 0.0000357502
Epoch 64 | Loss: 0.0000350175
Epoch 65 | Loss: 0.0000342360
Epoch 66 | Loss: 0.0000335062
Epoch 67 | Loss: 0.0000328313
Epoch 68 | Loss: 0.0000321599
Epoch 69 | Loss: 0.0000314060
Epoch 70 | Loss: 0.0000307305
Epoch 71 | Loss: 0.0000301404
Epoch 72 | Loss: 0.0000295189
Epoch 73 | Loss: 0.0000289476
Epoch 74 | Loss: 0.0000284329
Epoch 75 | Loss: 0.0000279433
Epoch 76 | Loss: 0.0000274744
Epoch 77 | Loss: 0.0000270179
Epoch 78 | Loss: 0.0000265764
Epoch 79 | Loss: 0.0000261487
Epoch 80 | Loss: 0.0000257312
Epoch 81 | Loss: 0.0000252409
Epoch 82 | Loss: 0.0000248319
Epoch 83 | Loss: 0.0000244526
Epoch 84 | Loss: 0.0000240789
Epoch 85 | Loss: 0.0000236458
Epoch 86 | Loss: 0.0000232777
Epoch 87 | Loss: 0.0000229421
Epoch 88 | Loss: 0.0000225634
Epoch 89 | Loss: 0.0000221905
Epoch 90 | Loss: 0.0000218209
Epoch 91 | Loss: 0.0000214574
Epoch 92 | Loss: 0.0000211539
Epoch 93 | Loss: 0.0000208588
Epoch 94 | Loss: 0.0000205790
Epoch 95 | Loss: 0.0000202963
Epoch 96 | Loss: 0.0000200373
Epoch 97 | Loss: 0.0000197710
Epoch 98 | Loss: 0.0000195262
Epoch 99 | Loss: 0.0000192746
Epoch 100 | Loss: 0.0000189745
Epoch 101 | Loss: 0.0000187094
Epoch 102 | Loss: 0.0000184851
Epoch 103 | Loss: 0.0000182420
Epoch 104 | Loss: 0.0000179549
Epoch 105 | Loss: 0.0000177261
Epoch 106 | Loss: 0.0000175294
Epoch 107 | Loss: 0.0000173063
Epoch 108 | Loss: 0.0000171105
Epoch 109 | Loss: 0.0000169035
Epoch 110 | Loss: 0.0000167097
Epoch 111 | Loss: 0.0000164367
Epoch 112 | Loss: 0.0000162394
Epoch 113 | Loss: 0.0000160529
Epoch 114 | Loss: 0.0000158826
Epoch 115 | Loss: 0.0000157270
Epoch 116 | Loss: 0.0000155512
Epoch 117 | Loss: 0.0000154003
Epoch 118 | Loss: 0.0000152429
Epoch 119 | Loss: 0.0000150714
Epoch 120 | Loss: 0.0000149261
Epoch 121 | Loss: 0.0000147643
Epoch 122 | Loss: 0.0000146190
Epoch 123 | Loss: 0.0000143788
Epoch 124 | Loss: 0.0000142282
Epoch 125 | Loss: 0.0000140682
Epoch 126 | Loss: 0.0000138583
Epoch 127 | Loss: 0.0000137167
Epoch 128 | Loss: 0.0000136005
Epoch 129 | Loss: 0.0000134681
Epoch 130 | Loss: 0.0000133292
Epoch 131 | Loss: 0.0000132267
Epoch 132 | Loss: 0.0000130458
Epoch 133 | Loss: 0.0000128720
Epoch 134 | Loss: 0.0000127610
Epoch 135 | Loss: 0.0000126621
Epoch 136 | Loss: 0.0000125009
Epoch 137 | Loss: 0.0000122998
Epoch 138 | Loss: 0.0000122173
Epoch 139 | Loss: 0.0000121319
Epoch 140 | Loss: 0.0000120082
Epoch 141 | Loss: 0.0000118967
Epoch 142 | Loss: 0.0000118192
Epoch 143 | Loss: 0.0000117320
Epoch 144 | Loss: 0.0000116128
Epoch 145 | Loss: 0.0000115018
Epoch 146 | Loss: 0.0000114331
Epoch 147 | Loss: 0.0000113608
Epoch 148 | Loss: 0.0000112601
Epoch 149 | Loss: 0.0000111445
Epoch 150 | Loss: 0.0000110731
Epoch 151 | Loss: 0.0000109718
Epoch 152 | Loss: 0.0000108139
Epoch 153 | Loss: 0.0000106095
Epoch 154 | Loss: 0.0000105249
Epoch 155 | Loss: 0.0000104595
Epoch 156 | Loss: 0.0000103963
Epoch 157 | Loss: 0.0000103000
Epoch 158 | Loss: 0.0000102014
Epoch 159 | Loss: 0.0000101494
Epoch 160 | Loss: 0.0000100898
Epoch 161 | Loss: 0.0000099289
Epoch 162 | Loss: 0.0000098159
Epoch 163 | Loss: 0.0000097316
Epoch 164 | Loss: 0.0000096785
Epoch 165 | Loss: 0.0000096294
Epoch 166 | Loss: 0.0000095637
Epoch 167 | Loss: 0.0000094624
Epoch 168 | Loss: 0.0000092868
Epoch 169 | Loss: 0.0000092386
Epoch 170 | Loss: 0.0000091849
Epoch 171 | Loss: 0.0000091262
Epoch 172 | Loss: 0.0000090443
Epoch 173 | Loss: 0.0000089529
Epoch 174 | Loss: 0.0000089127
Epoch 175 | Loss: 0.0000088637
Epoch 176 | Loss: 0.0000088129
Epoch 177 | Loss: 0.0000087483
Epoch 178 | Loss: 0.0000086549
Epoch 179 | Loss: 0.0000085971
Epoch 180 | Loss: 0.0000085604
Epoch 181 | Loss: 0.0000085202
Epoch 182 | Loss: 0.0000084799
Epoch 183 | Loss: 0.0000084083
Epoch 184 | Loss: 0.0000083105
Epoch 185 | Loss: 0.0000081787
Epoch 186 | Loss: 0.0000080375
Epoch 187 | Loss: 0.0000080031
Epoch 188 | Loss: 0.0000079644
Epoch 189 | Loss: 0.0000078824
Epoch 190 | Loss: 0.0000077979
Epoch 191 | Loss: 0.0000077620
Epoch 192 | Loss: 0.0000077218
Epoch 193 | Loss: 0.0000076848
Epoch 194 | Loss: 0.0000076405
Epoch 195 | Loss: 0.0000075580
Epoch 196 | Loss: 0.0000074687
Epoch 197 | Loss: 0.0000073669
Epoch 198 | Loss: 0.0000073284
Epoch 199 | Loss: 0.0000072923
Epoch 200 | Loss: 0.0000072380
Epoch 201 | Loss: 0.0000071502
Epoch 202 | Loss: 0.0000071111
Epoch 203 | Loss: 0.0000070776
Epoch 204 | Loss: 0.0000069716
Epoch 205 | Loss: 0.0000069188
Epoch 206 | Loss: 0.0000068818
Epoch 207 | Loss: 0.0000068195
Epoch 208 | Loss: 0.0000067441
Epoch 209 | Loss: 0.0000067194
Epoch 210 | Loss: 0.0000066933
Epoch 211 | Loss: 0.0000066634
Epoch 212 | Loss: 0.0000066328
Epoch 213 | Loss: 0.0000066067
Epoch 214 | Loss: 0.0000065676
Epoch 215 | Loss: 0.0000064860
Epoch 216 | Loss: 0.0000064423
Epoch 217 | Loss: 0.0000064167
Epoch 218 | Loss: 0.0000063923
Epoch 219 | Loss: 0.0000063697
Epoch 220 | Loss: 0.0000063448
Epoch 221 | Loss: 0.0000063166
Epoch 222 | Loss: 0.0000062588
Epoch 223 | Loss: 0.0000060902
Epoch 224 | Loss: 0.0000060535
Epoch 225 | Loss: 0.0000060039
Epoch 226 | Loss: 0.0000059055
Epoch 227 | Loss: 0.0000058809
Epoch 228 | Loss: 0.0000058618
Epoch 229 | Loss: 0.0000058403
Epoch 230 | Loss: 0.0000058098
Epoch 231 | Loss: 0.0000057408
Epoch 232 | Loss: 0.0000056797
Epoch 233 | Loss: 0.0000056527
Epoch 234 | Loss: 0.0000056360
Epoch 235 | Loss: 0.0000056160
Epoch 236 | Loss: 0.0000056019
Epoch 237 | Loss: 0.0000055858
Epoch 238 | Loss: 0.0000055661
Epoch 239 | Loss: 0.0000055420
Epoch 240 | Loss: 0.0000054801
Epoch 241 | Loss: 0.0000054140
Epoch 242 | Loss: 0.0000053938
Epoch 243 | Loss: 0.0000053800
Epoch 244 | Loss: 0.0000053620
Epoch 245 | Loss: 0.0000053506
Epoch 246 | Loss: 0.0000053365
Epoch 247 | Loss: 0.0000053174
Epoch 248 | Loss: 0.0000052933
Epoch 249 | Loss: 0.0000052329
Epoch 250 | Loss: 0.0000050878
Epoch 251 | Loss: 0.0000050447
Epoch 252 | Loss: 0.0000050220
Epoch 253 | Loss: 0.0000050094
Epoch 254 | Loss: 0.0000049936
Epoch 255 | Loss: 0.0000049818
Epoch 256 | Loss: 0.0000049642
Epoch 257 | Loss: 0.0000049401
Epoch 258 | Loss: 0.0000049225
Epoch 259 | Loss: 0.0000048729
Epoch 260 | Loss: 0.0000048062
Epoch 261 | Loss: 0.0000047948
Epoch 262 | Loss: 0.0000047745
Epoch 263 | Loss: 0.0000047645
Epoch 264 | Loss: 0.0000047487
Epoch 265 | Loss: 0.0000047366
Epoch 266 | Loss: 0.0000047243
Epoch 267 | Loss: 0.0000047067
Epoch 268 | Loss: 0.0000046888
Epoch 269 | Loss: 0.0000046509
Epoch 270 | Loss: 0.0000045138
Epoch 271 | Loss: 0.0000044536
Epoch 272 | Loss: 0.0000044416
Epoch 273 | Loss: 0.0000044281
Epoch 274 | Loss: 0.0000044148
Epoch 275 | Loss: 0.0000043969
Epoch 276 | Loss: 0.0000043576
Epoch 277 | Loss: 0.0000042780
Epoch 278 | Loss: 0.0000042522
Epoch 279 | Loss: 0.0000042354
Epoch 280 | Loss: 0.0000042131
Epoch 281 | Loss: 0.0000041471
Epoch 282 | Loss: 0.0000041083
Epoch 283 | Loss: 0.0000041021
Epoch 284 | Loss: 0.0000040954
Epoch 285 | Loss: 0.0000040834
Epoch 286 | Loss: 0.0000040663
Epoch 287 | Loss: 0.0000040552
Epoch 288 | Loss: 0.0000040466
Epoch 289 | Loss: 0.0000040367
Epoch 290 | Loss: 0.0000040249
Epoch 291 | Loss: 0.0000040123
Epoch 292 | Loss: 0.0000039665
Epoch 293 | Loss: 0.0000038361
Epoch 294 | Loss: 0.0000037768
Epoch 295 | Loss: 0.0000037701
Epoch 296 | Loss: 0.0000037613
Epoch 297 | Loss: 0.0000037519
Epoch 298 | Loss: 0.0000037395
Epoch 299 | Loss: 0.0000037228
Epoch 300 | Loss: 0.0000037125
Epoch 301 | Loss: 0.0000037069
Epoch 302 | Loss: 0.0000036961
Epoch 303 | Loss: 0.0000036823
Epoch 304 | Loss: 0.0000036726
Epoch 305 | Loss: 0.0000036541
Epoch 306 | Loss: 0.0000035971
Epoch 307 | Loss: 0.0000035208
Epoch 308 | Loss: 0.0000034491
Epoch 309 | Loss: 0.0000034283
Epoch 310 | Loss: 0.0000034201
Epoch 311 | Loss: 0.0000034054
Epoch 312 | Loss: 0.0000033951
Epoch 313 | Loss: 0.0000033875
Epoch 314 | Loss: 0.0000033834
Epoch 315 | Loss: 0.0000033713
Epoch 316 | Loss: 0.0000033649
Epoch 317 | Loss: 0.0000033566
Epoch 318 | Loss: 0.0000033461
Epoch 319 | Loss: 0.0000033276
Epoch 320 | Loss: 0.0000032959
Epoch 321 | Loss: 0.0000032289
Epoch 322 | Loss: 0.0000032142
Epoch 323 | Loss: 0.0000032037
Epoch 324 | Loss: 0.0000031899
Epoch 325 | Loss: 0.0000031861
Epoch 326 | Loss: 0.0000031816
Epoch 327 | Loss: 0.0000031764
Epoch 328 | Loss: 0.0000031664
Epoch 329 | Loss: 0.0000031517
Epoch 330 | Loss: 0.0000031397
Epoch 331 | Loss: 0.0000031197
Epoch 332 | Loss: 0.0000030460
Epoch 333 | Loss: 0.0000030140
Epoch 334 | Loss: 0.0000029955
Epoch 335 | Loss: 0.0000029738
Epoch 336 | Loss: 0.0000029103
Epoch 337 | Loss: 0.0000028857
Epoch 338 | Loss: 0.0000028751
Epoch 339 | Loss: 0.0000028684
Epoch 340 | Loss: 0.0000028648
Epoch 341 | Loss: 0.0000028513
Epoch 342 | Loss: 0.0000028443
Epoch 343 | Loss: 0.0000028240
Epoch 344 | Loss: 0.0000027952
Epoch 345 | Loss: 0.0000027333
Epoch 346 | Loss: 0.0000027204
Epoch 347 | Loss: 0.0000027145
Epoch 348 | Loss: 0.0000027033
Epoch 349 | Loss: 0.0000026992
Epoch 350 | Loss: 0.0000026910
Epoch 351 | Loss: 0.0000026813
Epoch 352 | Loss: 0.0000026590
Epoch 353 | Loss: 0.0000026070
Epoch 354 | Loss: 0.0000025621
Epoch 355 | Loss: 0.0000025530
Epoch 356 | Loss: 0.0000025471
Epoch 357 | Loss: 0.0000025439
Epoch 358 | Loss: 0.0000025363
Epoch 359 | Loss: 0.0000025257
Epoch 360 | Loss: 0.0000025213
Epoch 361 | Loss: 0.0000025131
Epoch 362 | Loss: 0.0000025043
Epoch 363 | Loss: 0.0000024937
Epoch 364 | Loss: 0.0000024846
Epoch 365 | Loss: 0.0000024828
Epoch 366 | Loss: 0.0000024761
Epoch 367 | Loss: 0.0000024593
Epoch 368 | Loss: 0.0000024077
Epoch 369 | Loss: 0.0000023598
Epoch 370 | Loss: 0.0000023434
Epoch 371 | Loss: 0.0000023258
Epoch 372 | Loss: 0.0000022893
Epoch 373 | Loss: 0.0000022338
Epoch 374 | Loss: 0.0000022280
Epoch 375 | Loss: 0.0000022239
Epoch 376 | Loss: 0.0000022177
Epoch 377 | Loss: 0.0000022148
Epoch 378 | Loss: 0.0000022115
Epoch 379 | Loss: 0.0000022095
Epoch 380 | Loss: 0.0000021966
Epoch 381 | Loss: 0.0000021922
Epoch 382 | Loss: 0.0000021898
Epoch 383 | Loss: 0.0000021816
Epoch 384 | Loss: 0.0000021763
Epoch 385 | Loss: 0.0000021681
Epoch 386 | Loss: 0.0000021657
Epoch 387 | Loss: 0.0000021575
Epoch 388 | Loss: 0.0000021452
Epoch 389 | Loss: 0.0000021340
Epoch 390 | Loss: 0.0000020973
Epoch 391 | Loss: 0.0000020345
Epoch 392 | Loss: 0.0000020122
Epoch 393 | Loss: 0.0000019896
Epoch 394 | Loss: 0.0000019382
Epoch 395 | Loss: 0.0000019164
Epoch 396 | Loss: 0.0000019144
Epoch 397 | Loss: 0.0000019115
Epoch 398 | Loss: 0.0000019115
Epoch 399 | Loss: 0.0000019091
Epoch 400 | Loss: 0.0000018997
Epoch 401 | Loss: 0.0000018956
Epoch 402 | Loss: 0.0000018933
Epoch 403 | Loss: 0.0000018871
Epoch 404 | Loss: 0.0000018836
Epoch 405 | Loss: 0.0000018827
Epoch 406 | Loss: 0.0000018800
Epoch 407 | Loss: 0.0000018786
Epoch 408 | Loss: 0.0000018753
Epoch 409 | Loss: 0.0000018733
Epoch 410 | Loss: 0.0000018704
Epoch 411 | Loss: 0.0000018683
Epoch 412 | Loss: 0.0000018624
Epoch 413 | Loss: 0.0000018521
Epoch 414 | Loss: 0.0000018401
Epoch 415 | Loss: 0.0000018281
Epoch 416 | Loss: 0.0000017873
Epoch 417 | Loss: 0.0000017370
Epoch 418 | Loss: 0.0000017230
Epoch 419 | Loss: 0.0000017224
Epoch 420 | Loss: 0.0000017194
Epoch 421 | Loss: 0.0000017039
Epoch 422 | Loss: 0.0000016863
Epoch 423 | Loss: 0.0000016384
Epoch 424 | Loss: 0.0000016055
Epoch 425 | Loss: 0.0000016032
Epoch 426 | Loss: 0.0000016002
Epoch 427 | Loss: 0.0000015990
Epoch 428 | Loss: 0.0000015976
Epoch 429 | Loss: 0.0000015949
Epoch 430 | Loss: 0.0000015917
Epoch 431 | Loss: 0.0000015861
Epoch 432 | Loss: 0.0000015814
Epoch 433 | Loss: 0.0000015744
Epoch 434 | Loss: 0.0000015744
Epoch 435 | Loss: 0.0000015744
Epoch 436 | Loss: 0.0000015744
Epoch 437 | Loss: 0.0000015676
Epoch 438 | Loss: 0.0000015662
Epoch 439 | Loss: 0.0000015662
Epoch 440 | Loss: 0.0000015629
Epoch 441 | Loss: 0.0000015565
Epoch 442 | Loss: 0.0000015494
Epoch 443 | Loss: 0.0000015339
Epoch 444 | Loss: 0.0000015230
Epoch 445 | Loss: 0.0000014831
Epoch 446 | Loss: 0.0000014393
Epoch 447 | Loss: 0.0000014337
Epoch 448 | Loss: 0.0000014258
Epoch 449 | Loss: 0.0000014100
Epoch 450 | Loss: 0.0000013659
Epoch 451 | Loss: 0.0000013272
Epoch 452 | Loss: 0.0000013154
Epoch 453 | Loss: 0.0000013154
Epoch 454 | Loss: 0.0000013154
Epoch 455 | Loss: 0.0000013137
Epoch 456 | Loss: 0.0000013095
Epoch 457 | Loss: 0.0000013072
Epoch 458 | Loss: 0.0000013072
Epoch 459 | Loss: 0.0000013072
Epoch 460 | Loss: 0.0000013060
Epoch 461 | Loss: 0.0000013031
Epoch 462 | Loss: 0.0000012952
Epoch 463 | Loss: 0.0000012949
Epoch 464 | Loss: 0.0000012949
Epoch 465 | Loss: 0.0000012949
Epoch 466 | Loss: 0.0000012949
Epoch 467 | Loss: 0.0000012937
Epoch 468 | Loss: 0.0000012866
Epoch 469 | Loss: 0.0000012828
Epoch 470 | Loss: 0.0000012819
Epoch 471 | Loss: 0.0000012784
Epoch 472 | Loss: 0.0000012784
Epoch 473 | Loss: 0.0000012731
Epoch 474 | Loss: 0.0000012673
Epoch 475 | Loss: 0.0000012649
Epoch 476 | Loss: 0.0000012611
Epoch 477 | Loss: 0.0000012549
Epoch 478 | Loss: 0.0000012420
Epoch 479 | Loss: 0.0000012326
Epoch 480 | Loss: 0.0000011933
Epoch 481 | Loss: 0.0000011519
Epoch 482 | Loss: 0.0000011428
Epoch 483 | Loss: 0.0000011428
Epoch 484 | Loss: 0.0000011410
Epoch 485 | Loss: 0.0000011387
Epoch 486 | Loss: 0.0000011366
Epoch 487 | Loss: 0.0000011304
Epoch 488 | Loss: 0.0000011219
Epoch 489 | Loss: 0.0000011005
Epoch 490 | Loss: 0.0000010564
Epoch 491 | Loss: 0.0000010297
Epoch 492 | Loss: 0.0000010271
Epoch 493 | Loss: 0.0000010212
Epoch 494 | Loss: 0.0000010194
Epoch 495 | Loss: 0.0000010194
Epoch 496 | Loss: 0.0000010194
Epoch 497 | Loss: 0.0000010165
Epoch 498 | Loss: 0.0000010153
Epoch 499 | Loss: 0.0000010153
Epoch 500 | Loss: 0.0000010130
Saving to ./icd10_tokenizer_simple...
Done! Files saved.
